humanLabel,genderLabel,label
Changlin Zhang,male,teacher
Graeme Lloyd Pretty,male,teacher
Rafis Abazov,male,teacher
Janet Stockdale,female,teacher
Fabrizio Gallanti,male,teacher
Cecilia Ruiloba Castelazo,female,teacher
Robert Docherty,male,teacher
Jerome,male,teacher
Detmar,male,teacher
Frédéric Bettex,male,teacher
Justin Martyr,male,teacher
Josh McDowell,male,teacher
Lactantius,male,teacher
Isaac Orobio de Castro,male,teacher
Antoine Guenée,male,teacher
Lee Strobel,male,teacher
Berthold of Moosburg,male,teacher
Hermannus Korner,male,teacher
Scott Hahn,male,teacher
John Lennox,male,teacher
Jacques Galou,male,teacher
Demetrios Kydones,male,teacher
William Lane Craig,male,teacher
Johannes Lüthard,male,teacher
Alexei Osipov,male,teacher
Roger Cousinet,male,teacher
Germinal Peiro,male,teacher
Marcel Valière,male,teacher
Yvette Lundy,female,teacher
Abdelatif Rahal,male,teacher
Alain Refalo,male,teacher
Amédée Carriat,male,teacher
Annick Bocandé,female,teacher
Aurélien Delaruelle,male,teacher
Christian Chevalier,male,teacher
Didier Marie,male,teacher
Dominique Gillot,female,teacher
Eugène Montel,male,teacher
Félix Castan,male,teacher
Françoise Dubois,female,teacher
Françoise Laborde,female,teacher
Georges Guingouin,male,teacher
Henri Prades,male,teacher
Henriette Dachsbeck,female,teacher
Louise Boitard,female,teacher
Léonce de Grandmaison,male,teacher
Marie Guillot,female,teacher
Michel Ménard,male,teacher
Pascal Abadie,male,teacher
Pascal Beaudet,male,teacher
Serge Mahé,male,teacher
Wladimir Guettée,male,teacher
Alisa Childers,female,teacher
Charles Christian Hennell,male,teacher
Greg Koukl,male,teacher
Daniel Djurberg,male,teacher
Constant Chatenier,male,teacher
José Antonio Sayés,male,teacher
John Bergsma,male,teacher
John Gee,male,teacher
Kimberly Hahn,female,teacher
Michael Voris,male,teacher
Thomas Scott Preston,male,teacher
Jimmy Akin,male,teacher
Władysław Ważny,male,teacher
Felipe Aquino,male,teacher
Sèrgi Carles,male,teacher
Quadratus of Athens,male,teacher
Calelhon,female,teacher
Clément Besombes,male,teacher
Lucien Duc,male,teacher
Émile-Jules Dubois,male,teacher
Nathalie Soulié,female,teacher
John Durel,male,teacher
Éric Jeansannetas,male,teacher
Ricardo Cappa,male,teacher
J. Warner Wallace,male,teacher
Antonino Valsecchi,male,teacher
Jacques Abalain,male,teacher
Jean-Yves Casanova,male,teacher
Luiz Olavo Bonino da Silva Santos,male,teacher
Charlie Kirk,male,teacher
Nathalie Élimas,female,teacher
Béatrice Descamps,female,teacher
Barkatullah,male,teacher
Laurent Étienne Rondet,male,teacher
Johann Schilling,male,teacher
Michel Klein,male,teacher
Samuel Gestrin,male,teacher
Anders Olofsson Groth,male,teacher
Taylor Marshall,male,teacher
Tine Molendijk,female,teacher
Anouk Keizer,female,teacher
Brant James Pitre,male,teacher
Ya'akov Eliyahu of Valencia,male,teacher
Jon Bestul Håversen,male,teacher
Alexandre Kalomiros,male,teacher
Don Douglas Stewart,male,teacher
Rebecca McLaughlin,female,teacher
Q111904439,male,teacher
Matthieu Lavagna,male,teacher
Michael J. Alter,male,teacher
George Canty,male,teacher
Lorenzo Bertocchi,male,teacher
Trent Horn,male,teacher
Richard Motz,male,teacher
Manfred von Ribbentrop,male,teacher
Q120595926,female,teacher
Pavla Adamcová,female,teacher
Dana Gricová,female,teacher
Zuzana Filípková,female,teacher
Q120596166,female,teacher
Milena Bejlková,female,teacher
