humanLabel,genderLabel,label
Tomáš Hradil,male,ceo
Pauline Stolte,female,ceo
"Charles Thomas, Jr.",male,ceo
Joshua Levine Grater,male,ceo
Margot Bethell,female,ceo
Yaacoub Al-Barsh,male,ceo
Sari Mansour,male,ceo
Mark Maassen,male,ceo
Quentin Beriot,male,ceo
Stéphane Corteel,male,ceo
Ibrahim Elaidy,male,ceo
Kingsley Aboagye Gyedu,male,ceo
Lori Nishiura Mackenzie,female,ceo
Gerhard Meixner,male,ceo
Q42331312,female,ceo
Mary Coyle,female,ceo
Sonya Reines-Djivanides,female,ceo
Marco Mendorf,male,ceo
Leticia Adelaide Appiah,female,ceo
Daniel Sena,male,ceo
Frank Schulenburg,male,ceo
Yemi Adamolekun,female,ceo
Rula Asad,female,ceo
Alexandre Arnault,male,ceo
Natalie Odd,female,ceo
Claudia Rodriguez-Larrain,female,ceo
Anoush Newman,female,ceo
Sam Sleiman,male,ceo
Jennifer Bradley,female,ceo
Brenda Jagpal,female,ceo
Tish Lakes,female,ceo
Carole Devine,female,ceo
Vicki Gunn,female,ceo
Nicolas Thibodeau,male,ceo
Justin MacKinnon,male,ceo
Bruce Bowser,male,ceo
Réjean Bériault,male,ceo
Valerie Mushinski,female,ceo
Susan Keeping,female,ceo
Kelly Wilson,female,ceo
Gregor Ash,male,ceo
Connie Laurin-Bowie,female,ceo
Danielle Ouellette,female,ceo
Marlene Gallyot,female,ceo
Susan Muto,female,ceo
Thom Michael Mulligan,male,ceo
Lucia Deirdre Pulgram Arthen,female,ceo
Klára Joklová,female,ceo
Lion Hirth,male,ceo
Heather McPherson,female,ceo
Fernanda Campagnucci,female,ceo
Pietro Michelucci,male,ceo
Andrée Laliberté,female,ceo
Stephen Sole,male,ceo
Stefaans Brümmer,male,ceo
Dr John McAdam,male,ceo
Mary Lou Fox Radulovich,female,ceo
Regina Bafaki,female,ceo
Toni Newman,trans woman,ceo
Julius Mukunda,male,ceo
Matthew Green,male,ceo
Brie Code,female,ceo
Maryana Iskander,female,ceo
Rick Cotton,male,ceo
Ludmila Petranova,female,ceo
Nataliya Kosmyna,female,ceo
Lorena Borjas,trans woman,ceo
Esther Safran Foer,female,ceo
Renee Gittins,female,ceo
Sara E Abiola,female,ceo
Georgia Arnold,female,ceo
Jacqueline Dupuis,female,ceo
Mikhail Klimaryov,male,ceo
Kenneth South,male,ceo
Oluwaseun Osowobi,female,ceo
Hermann Kempf,male,ceo
Caroline Förster,female,ceo
Pavla Gomba,female,ceo
Njeri Kabeberi,female,ceo
Dafrosa Itemba,female,ceo
Karen Vardanyan,male,ceo
Maggie Cawley,female,ceo
John Kwadwo Gyapong,male,ceo
Raymond Tawiah Abraham,male,ceo
Khalid bin Hussein Bayari,male,ceo
Robert M. Reed,male,ceo
Jiří Rošík,male,ceo
Norman R. Glenn,male,ceo
Axelle Davezac,female,ceo
Robert Doucette,male,ceo
Cecilia Martinez,female,ceo
Rebecca Johnson,female,ceo
Richard Martey,male,ceo
Joshua Amponsem,male,ceo
Ruth Harley,female,ceo
Maya Higa,female,ceo
Yeshimabeit Milner,female,ceo
Hugo Lous,male,ceo
Tomas Pietrangeli,male,ceo
Stephen Pullinger,male,ceo
Bettina Ducat,female,ceo
Hélène Schrub,female,ceo
Adwoa Fosua Owusu,female,ceo
Isaac Yaw Opoku,male,ceo
J. David Hoggard,male,ceo
William Poduska,male,ceo
William R. Johnson,male,ceo
Yngve Slyngstad,male,ceo
Yuen Pau Woo,male,ceo
Zhang Xin,female,ceo
Åsne Havnelid,female,ceo
Jay Walder,male,ceo
Lei Jun,male,ceo
Ignazio Vella,male,ceo
Albert Liu,male,ceo
Adam Górczyński,male,ceo
Andrzej Modrzejewski,male,ceo
Rami Levy,male,ceo
Günther Steiner,male,ceo
Zhou Jiping,male,ceo
Douglas Tavolaro,male,ceo
Hans-Heinrich Barschkis,male,ceo
Jeremy Darroch,male,ceo
Luiza Trajano,female,ceo
Otávio Florisbal,male,ceo
Roger Agnelli,male,ceo
Algot Johansson,male,ceo
Per Carlenius,male,ceo
Aleš John,male,ceo
Alois Ježek,male,ceo
Nguyen Tang Cuong,male,ceo
Paul Lê Bảo Tịnh,male,ceo
Đỗ Thị Huyền Tâm,female,ceo
Barbara Byrd-Bennett,female,ceo
Benjamin Fragner,male,ceo
Wang Qunbin,male,ceo
Eric S. Rollman,male,ceo
Darren Huston,male,ceo
Yoshiaki Iwai,male,ceo
Suzuki Osamu,male,ceo
Katsuichi Nagai,male,ceo
Marc Walbaum,male,ceo
Karin Rådström,female,ceo
Michał Frąckowiak,male,ceo
Antti Pentikäinen,male,ceo
Epe Helenius,male,ceo
Hannu Syrjälä,male,ceo
Harald Jensen,male,ceo
Henrik Liljeroos,male,ceo
Hjalmar von Wendt,male,ceo
J. N. Salminen,male,ceo
Juhani Pesonen,male,ceo
Kristiina Helenius,female,ceo
Maarit Toivanen-Koivisto,female,ceo
Pentti Hanski,male,ceo
Sami Suominen,male,ceo
Tauno Angervo,male,ceo
Yrjö Kauko,male,ceo
Antoni Negre i Villavecchia,male,ceo
Marcos Vizcaya Retana,male,ceo
Anders Opdahl,male,ceo
Augustin Paus,male,ceo
Einar Joys,male,ceo
Gijsbert van Asten,male,ceo
Hans Jørgen Øveraasen,male,ceo
Jan Thoresen,male,ceo
Jan Willoch,male,ceo
Jesús Najera,male,ceo
Jo Lunder,male,ceo
Kjell Olav A. Maldum,male,ceo
Lars Skrøvseth,male,ceo
Loveleen Rihel Brenna,female,ceo
Martin Lundby,male,ceo
Nina Jensen,female,ceo
Olav Fjell,male,ceo
Olav Stokke,male,ceo
Peder Paus,male,ceo
Svein Konstali,male,ceo
Thorry Kiær,male,ceo
Karel Večeře,male,ceo
Martin Tlapa,male,ceo
Petr Štěpánek,male,ceo
Senta Čermáková,female,ceo
Hamdi Ulukaya,male,ceo
Q12144980,male,ceo
Ahmed Abou Hashima,male,ceo
Bekhzod Akhmedov,male,ceo
Fahd Al-Rasheed,male,ceo
Nashwa Al-Ruwaini,female,ceo
Yosef Maiman,male,ceo
Anne Engdal Stig Christensen,female,ceo
Børge Olsen,male,ceo
Christian Danneskiold-Samsøe,male,ceo
Dorte Vibjerg,female,ceo
Erik Stephensen,male,ceo
Henning Axel Nielsen,male,ceo
Holger Lavesen,male,ceo
Jens Moberg,male,ceo
R. Rolland Armstrong,male,ceo
A. Edwin Keigwin,male,ceo
Joseph Edward Stubbs,male,ceo
Minard W. Stout,male,ceo
James Hugo Johnston,male,ceo
Thomas Welder,female,ceo
Thomas C. Katsouleas,male,ceo
Marlene Tromp,female,ceo
Karen R. Lawrence,female,ceo
Eric Spina,male,ceo
Rabiou Cissé,male,ceo
James Monroe Taylor,male,ceo
Kim In-chul,male,ceo
Lewis W. Bluemle,male,ceo
Maurie McInnis,female,ceo
Benjamin Franklin Allen,male,ceo
Robert Martin,male,ceo
Kazuya Masu,male,ceo
Hassan Mohamed Ismail,male,ceo
Kenneth E. Young,male,ceo
Donald H. Baepler,male,ceo
Charles White,male,ceo
Edwin C. Hewett,male,ceo
Karen M. Scolforo,female,ceo
Nicholas A. Covino,male,ceo
Goodrich Cook White,male,ceo
James Atkins,male,ceo
Nancy Kleniewski,female,ceo
William Quillian,male,ceo
William Carey Poland,male,ceo
George Rice Hovey,male,ceo
Matthew Simpson Davage,male,ceo
"Robert L. Owens, III",male,ceo
James Franklin Lane,male,ceo
Trudie Kibbe Reed,female,ceo
James Davie Butler,male,ceo
Winfred Ernest Garrison,male,ceo
Charles Lewis Beach,male,ceo
Elisha Ballantine,male,ceo
Henry Wheatland,male,ceo
William Hallock Johnson,male,ceo
Scott R. Swain,male,ceo
James F. English Jr.,male,ceo
Albert N. Jorgensen,male,ceo
Lara Tiedens,female,ceo
Harry J. Hartley,male,ceo
Solomon Mead,male,ceo
Benjamin F. Koons,male,ceo
Rufus W. Stimson,male,ceo
Franklin La Du Ferguson,male,ceo
Peter W. Stanley,male,ceo
Herman Dreer,male,ceo
Marsha Foster Boyd,female,ceo
Ron Baker,male,ceo
James E. Lyons,male,ceo
Allen Sessoms,male,ceo
J. Renwick Jackson,male,ceo
James A. Frost,male,ceo
Irving Pressley McPhail,male,ceo
C.B. Gentry,male,ceo
Arthur McCracken Harding,male,ceo
Andrew Lloyd Dulmage,male,ceo
Orville Kean,male,ceo
Henry Nehemiah Tisdale,male,ceo
Lee H. Smith,male,ceo
Edward Alton Parrish,male,ceo
Susan Poser,female,ceo
Jerome C. Cates,male,ceo
Howard S. Brower,male,ceo
Augustus Schultze,male,ceo
Willis F. Kirk,male,ceo
Walter R. Hepner,male,ceo
Del Marie Neely Anderson,female,ceo
Shirley A. R. Lewis,female,ceo
Mary Levi Smith,female,ceo
Samuel L. Caldwell,male,ceo
Myron Winslow Adams,male,ceo
Larry H. Dietz,male,ceo
Arad Simon Lakin,male,ceo
Glena Temple,female,ceo
Alexander E. Kerr,male,ceo
Carleton Wellesley Stanley,male,ceo
Thomas G. Harris,male,ceo
Cecil Eugene Evans,male,ceo
John Garland Flowers,male,ceo
Billy Mac Jones,male,ceo
Jerome H. Supple,male,ceo
Jonathan Peter Spiro,male,ceo
Ralph Waldo McDonald,male,ceo
Henry Elliott Shepherd,male,ceo
John Howell McLean,male,ceo
Kayse Shrum,female,ceo
Crystal Williams,female,ceo
Samuel Chiles Mitchell,male,ceo
Lutz Barbo,male,ceo
Stephen Morrell Newman,male,ceo
Richard Breslin,male,ceo
Donald J. Guter,male,ceo
Dr. Aravindan Selvaraj,male,ceo
Gunjidmaa Gongor,female,ceo
Hans Dieter Pötsch,male,ceo
Jasmin Staiblin,female,ceo
Leonhard Stärk,male,ceo
Lutz Schüler,male,ceo
Andy Palmer,male,ceo
Per Mørch Hansson,male,ceo
Josep Vilarasau Salat,male,ceo
Daniel Küng,male,ceo
Sandra Rientjes,female,ceo
Paul Delorme,male,ceo
Masood Ul Mulk,male,ceo
Liv Garfield,female,ceo
Gavin Patterson,male,ceo
Neville Purvis,male,ceo
John Nyström,male,ceo
Jackie Hunter,female,ceo
John Savill,male,ceo
Richard B. Brewer,male,ceo
Q16046331,male,ceo
Roknodin Javadi,male,ceo
Georg Styrbro,male,ceo
Kjeld Johannesen,male,ceo
Q16074047,male,ceo
Q16080121,male,ceo
Lillian Vernon,female,ceo
David Komansky,male,ceo
Jim France,male,ceo
Richard Hayne,male,ceo
Murray D. Martin,male,ceo
Tim Solso,male,ceo
Hillel El-Dag,male,ceo
Aryeh Gisin,male,ceo
Q16128716,male,ceo
Q16128768,male,ceo
Moshe Beeri,male,ceo
Yair Revivo,male,ceo
Q16129406,male,ceo
Q16129410,female,ceo
Judith Richter,female,ceo
Yoel Gonen,male,ceo
Uri Shani,male,ceo
Yossi Bachar,male,ceo
Yossi Brodny,male,ceo
Yossi Wais,male,ceo
Dorit Salinger,female,ceo
Q16131016,male,ceo
Ilan Avisar,male,ceo
Q16131121,male,ceo
Ilan Biran,male,ceo
Zeev Rotstein,male,ceo
Q16131671,male,ceo
Q16131762,male,ceo
Gideon Ganani,male,ceo
Alon Dumanis,male,ceo
Giora Yaron,male,ceo
Gil Omer,male,ceo
eliezer shmueli,male,ceo
Q16132577,male,ceo
Oded Gour-Lavie,male,ceo
Q16132957,male,ceo
Ester Levanon,female,ceo
Tim Boyle,male,ceo
John Coates,male,ceo
Saithip Montrikul na Ayudhaya,female,ceo
Syed B. Ali,male,ceo
Philip John Burgan,male,ceo
Arnold W. Donald,male,ceo
Simon Mottram,male,ceo
Jim Manzi,male,ceo
Scott Livengood,male,ceo
Peter Long,male,ceo
Adolf Ahlgren,male,ceo
Hans Ahlström,male,ceo
Krister Ahlström,male,ceo
Geoffrey Sumner,male,ceo
André Cox,male,ceo
Robert Singer,male,ceo
Tor Dahl,male,ceo
Stan R. Day jr.,male,ceo
Hubert Joly,male,ceo
Paul Dolan,male,ceo
Jon Winkelried,male,ceo
Marc Rowan,male,ceo
Keshav R Murugesh,male,ceo
Brad Pelo,male,ceo
